,win_odds
251,110.26901614730733
252,2252.630135316291
253,15415.178950408008
254,106.67867772842494
255,70107.62027916819
256,70107.62027916819
257,110.26901614730733
258,245379.15438237457
259,8132.509390140866
260,2252.630135316291
261,106.67867772842494
262,245379.15438237457
263,2252.630135316291
264,521.6226603167315
265,70107.62027916819
266,15415.178950408008
267,35769.82814217697
268,15415.178950408008
269,245379.15438237457
270,110.26901614730733
271,70107.62027916819
272,15415.178950408008
273,70107.62027916819
274,70107.62027916819
275,102.31679901364203
276,15415.178950408008
277,15415.178950408008
278,320.39767120792504
279,245379.15438237457
280,70107.62027916819
281,8132.509390140866
282,15415.178950408008
283,2497.5684357405553
284,1009.772859366594
285,110.26901614730733
286,245379.15438237457
287,70107.62027916819
288,15415.178950408008
289,2252.630135316291
290,70107.62027916819
291,245379.15438237457
292,110.26901614730733
293,111226.53814298406
294,2252.630135316291
295,448.0786948090593
296,2497.5684357405553
297,448.0786948090593
298,70107.62027916819
299,110.26901614730733
300,15415.178950408008
301,106.67867772842494
302,228.1725302083009
303,521.6226603167315
304,2252.630135316291
305,521.6226603167315
306,15415.178950408008
307,521.6226603167315
308,3137.8284127371826
309,324.9512380519028
310,324.9512380519028
311,73.49878717514595
312,245379.15438237457
313,15415.178950408008
314,448.0786948090593
315,245379.15438237457
316,110.26901614730733
317,2252.630135316291
318,106.67867772842494
319,111226.53814298406
320,106.67867772842494
321,70107.62027916819
322,110.26901614730733
323,110.26901614730733
324,15415.178950408008
325,110.26901614730733
326,35769.82814217697
327,8132.509390140866
328,231.41537171943315
329,110.26901614730733
330,448.0786948090593
331,70107.62027916819
332,245379.15438237457
333,106.67867772842494
334,245379.15438237457
335,70107.62027916819
336,521.6226603167315
337,110.26901614730733
338,15415.178950408008
339,499.9373125622257
340,70107.62027916819
341,8132.509390140866
342,231.41537171943315
343,245379.15438237457
344,106.67867772842494
345,73.49878717514595
346,245379.15438237457
347,1393.3039275766898
348,2252.630135316291
349,70107.62027916819
350,35769.82814217697
351,158.22246458909967
352,448.0786948090593
353,8132.509390140866
354,448.0786948090593
355,15415.178950408008
356,3137.8284127371826
357,3137.8284127371826
358,245379.15438237457
359,70107.62027916819
360,70107.62027916819
361,521.6226603167315
362,2252.630135316291
363,245379.15438237457
364,448.0786948090593
365,110.26901614730733
366,110.26901614730733
367,245379.15438237457
368,110.26901614730733
369,35769.82814217697
370,106.67867772842494
371,15415.178950408008
372,2252.630135316291
373,702.0071633892856
374,158.22246458909967
375,521.6226603167315
376,70107.62027916819
377,110.26901614730733
378,245379.15438237457
379,70107.62027916819
380,35769.82814217697
381,521.6226603167315
382,245379.15438237457
383,15415.178950408008
384,49.03597800270743
385,594.6216621046669
386,1393.3039275766898
387,245379.15438237457
388,2252.630135316291
389,448.0786948090593
390,1393.3039275766898
391,15415.178950408008
392,231.41537171943315
393,110.26901614730733
394,15415.178950408008
395,2497.5684357405553
396,2252.630135316291
397,2252.630135316291
398,110.26901614730733
399,245379.15438237457
400,2497.5684357405553
401,245379.15438237457
402,15415.178950408008
403,8132.509390140866
404,448.0786948090593
405,2497.5684357405553
406,106.67867772842494
407,112.67878429010008
408,1009.772859366594
409,106.67867772842494
410,2252.630135316291
411,245379.15438237457
412,2252.630135316291
413,110.26901614730733
414,448.0786948090593
415,110.26901614730733
416,594.6216621046669
417,110.26901614730733
418,245379.15438237457
419,2252.630135316291
420,245379.15438237457
421,106.67867772842494
422,35769.82814217697
423,110.26901614730733
424,70107.62027916819
425,2252.630135316291
426,245379.15438237457
427,70107.62027916819
428,8132.509390140866
429,110.26901614730733
430,448.0786948090593
431,594.6216621046669
432,245379.15438237457
433,245379.15438237457
434,245379.15438237457
435,15415.178950408008
436,8132.509390140866
437,245379.15438237457
438,1009.772859366594
439,110.26901614730733
440,8132.509390140866
441,2497.5684357405553
442,110.26901614730733
443,10985.243229853557
444,521.6226603167315
445,110.26901614730733
446,15415.178950408008
447,110.26901614730733
448,15415.178950408008
449,1009.772859366594
450,110.26901614730733
451,2252.630135316291
452,15415.178950408008
453,15415.178950408008
454,70107.62027916819
455,2252.630135316291
456,2497.5684357405553
457,158.22246458909967
458,110.26901614730733
459,2252.630135316291
460,2252.630135316291
461,2497.5684357405553
462,448.0786948090593
463,70107.62027916819
464,10985.243229853557
465,2497.5684357405553
466,106.67867772842494
467,2252.630135316291
468,8132.509390140866
469,110.26901614730733
470,106.67867772842494
471,110.26901614730733
472,110.26901614730733
473,448.0786948090593
474,110.26901614730733
475,245379.15438237457
476,499.9373125622257
477,1393.3039275766898
478,8132.509390140866
479,110.26901614730733
480,245379.15438237457
481,35769.82814217697
482,70107.62027916819
483,2252.630135316291
484,15415.178950408008
485,15415.178950408008
486,110.26901614730733
487,110.26901614730733
488,4406.108461755925
489,448.0786948090593
490,15415.178950408008
491,324.9512380519028
492,245379.15438237457
493,2252.630135316291
494,106.67867772842494
495,245379.15438237457
496,2252.630135316291
497,15415.178950408008
498,35769.82814217697
499,10985.243229853557
500,2252.630135316291
501,1009.772859366594
502,2252.630135316291
503,8132.509390140866
504,15415.178950408008
505,521.6226603167315
506,110.26901614730733
507,15415.178950408008
508,110.26901614730733
509,8132.509390140866
510,245379.15438237457
511,448.0786948090593
512,10985.243229853557
513,70107.62027916819
514,110.26901614730733
515,2497.5684357405553
516,3137.8284127371826
517,70107.62027916819
518,110.26901614730733
519,2252.630135316291
520,110.26901614730733
521,245379.15438237457
522,245379.15438237457
523,177.92175234338407
524,1393.3039275766898
525,245379.15438237457
526,245379.15438237457
527,15415.178950408008
528,448.0786948090593
529,106.67867772842494
530,245379.15438237457
531,2252.630135316291
532,110.26901614730733
533,245379.15438237457
534,70107.62027916819
535,70107.62027916819
536,245379.15438237457
537,110.26901614730733
538,245379.15438237457
539,110.26901614730733
540,245379.15438237457
541,110.26901614730733
542,245379.15438237457
543,245379.15438237457
544,73.49878717514595
545,1393.3039275766898
546,70107.62027916819
547,245379.15438237457
548,245379.15438237457
549,110.26901614730733
550,110.26901614730733
551,10985.243229853557
552,2497.5684357405553
553,448.0786948090593
554,70107.62027916819
555,110.26901614730733
556,8132.509390140866
557,448.0786948090593
558,2252.630135316291
559,245379.15438237457
560,106.67867772842494
561,15415.178950408008
562,15415.178950408008
563,448.0786948090593
564,70107.62027916819
565,1393.3039275766898
566,15415.178950408008
567,35769.82814217697
568,70107.62027916819
569,110.26901614730733
570,2252.630135316291
571,15415.178950408008
572,2252.630135316291
573,1009.772859366594
574,2497.5684357405553
575,110.26901614730733
576,110.26901614730733
577,70107.62027916819
578,70107.62027916819
579,15415.178950408008
580,110.26901614730733
581,448.0786948090593
582,110.26901614730733
583,2252.630135316291
584,324.9512380519028
585,106.67867772842494
586,15415.178950408008
587,110.26901614730733
588,245379.15438237457
589,2252.630135316291
590,110.26901614730733
591,1009.772859366594
592,15415.178950408008
593,15415.178950408008
594,15415.178950408008
595,110.26901614730733
596,106.67867772842494
597,2497.5684357405553
598,15415.178950408008
599,245379.15438237457
600,110.26901614730733
601,70107.62027916819
602,521.6226603167315
603,15415.178950408008
604,521.6226603167315
605,448.0786948090593
606,448.0786948090593
607,70107.62027916819
608,245379.15438237457
609,110.26901614730733
610,110.26901614730733
611,15415.178950408008
612,110.26901614730733
613,110.26901614730733
614,2252.630135316291
615,245379.15438237457
616,1393.3039275766898
617,15415.178950408008
618,70107.62027916819
619,15415.178950408008
620,15415.178950408008
621,70107.62027916819
622,245379.15438237457
623,324.9512380519028
624,448.0786948090593
625,110.26901614730733
626,70107.62027916819
627,4406.108461755925
628,448.0786948090593
629,35769.82814217697
630,110.26901614730733
631,70107.62027916819
632,110.26901614730733
633,521.6226603167315
634,15415.178950408008
635,2252.630135316291
636,14337.594414785644
637,35769.82814217697
638,110.26901614730733
639,70107.62027916819
640,8132.509390140866
641,2252.630135316291
642,110.26901614730733
643,15415.178950408008
644,110.26901614730733
645,521.6226603167315
646,110.26901614730733
647,106.67867772842494
648,110.26901614730733
649,70107.62027916819
650,15415.178950408008
651,1009.772859366594
652,245379.15438237457
653,15415.178950408008
654,2252.630135316291
655,499.9373125622257
656,15415.178950408008
657,106.67867772842494
658,8132.509390140866
659,70107.62027916819
660,110.26901614730733
661,521.6226603167315
662,448.0786948090593
663,448.0786948090593
664,14337.594414785644
665,245379.15438237457
666,46654.91450951944
667,448.0786948090593
668,1393.3039275766898
669,245379.15438237457
670,245379.15438237457
671,110.26901614730733
672,1393.3039275766898
673,110.26901614730733
674,110.26901614730733
675,112.67878429010008
676,245379.15438237457
677,110.26901614730733
678,73.49878717514595
679,106.67867772842494
680,2252.630135316291
681,110.26901614730733
682,1393.3039275766898
683,106.67867772842494
684,110.26901614730733
685,106.67867772842494
686,106.67867772842494
687,8132.509390140866
688,448.0786948090593
689,15415.178950408008
690,110.26901614730733
691,111226.53814298406
692,35769.82814217697
693,3137.8284127371826
694,110.26901614730733
695,110.26901614730733
696,110.26901614730733
697,110.26901614730733
698,110.26901614730733
699,2252.630135316291
700,245379.15438237457
701,15415.178950408008
702,245379.15438237457
703,106.67867772842494
704,2497.5684357405553
705,110.26901614730733
706,2252.630135316291
707,106.67867772842494
708,1393.3039275766898
709,106.67867772842494
710,111226.53814298406
711,448.0786948090593
712,8132.509390140866
713,15415.178950408008
714,245379.15438237457
715,110.26901614730733
716,106.67867772842494
717,110.26901614730733
718,2252.630135316291
719,35769.82814217697
720,8132.509390140866
721,448.0786948090593
722,448.0786948090593
723,324.9512380519028
724,1009.772859366594
725,2252.630135316291
726,70107.62027916819
727,15415.178950408008
728,594.6216621046669
729,110.26901614730733
730,2497.5684357405553
731,70107.62027916819
732,1009.772859366594
733,70107.62027916819
734,110.26901614730733
735,70107.62027916819
736,324.9512380519028
737,245379.15438237457
738,70107.62027916819
739,15415.178950408008
740,10985.243229853557
741,4406.108461755925
742,245379.15438237457
743,110.26901614730733
744,106.67867772842494
745,70107.62027916819
746,8132.509390140866
747,448.0786948090593
748,245379.15438237457
749,110.26901614730733
750,70107.62027916819
751,1393.3039275766898
752,106.67867772842494
753,2497.5684357405553
754,448.0786948090593
755,2252.630135316291
756,110.26901614730733
757,15415.178950408008
758,70107.62027916819
759,245379.15438237457
760,110.26901614730733
761,70107.62027916819
762,499.9373125622257
763,245379.15438237457
764,2252.630135316291
765,70107.62027916819
766,70107.62027916819
767,70107.62027916819
768,110.26901614730733
769,110.26901614730733
770,2252.630135316291
771,1393.3039275766898
772,245379.15438237457
773,110.26901614730733
774,70107.62027916819
775,2497.5684357405553
776,1009.772859366594
777,231.41537171943315
778,2252.630135316291
779,106.67867772842494
780,2497.5684357405553
781,15415.178950408008
782,594.6216621046669
783,1393.3039275766898
784,245379.15438237457
785,448.0786948090593
786,70107.62027916819
787,448.0786948090593
788,106.67867772842494
789,499.9373125622257
790,106.67867772842494
791,8132.509390140866
792,70107.62027916819
793,448.0786948090593
794,448.0786948090593
795,110.26901614730733
796,14337.594414785644
797,106.67867772842494
798,15415.178950408008
799,1009.772859366594
800,594.6216621046669
801,106.67867772842494
802,15415.178950408008
803,2252.630135316291
804,110.26901614730733
805,15415.178950408008
806,111226.53814298406
807,70107.62027916819
808,110.26901614730733
809,448.0786948090593
810,106.67867772842494
811,110.26901614730733
812,110.26901614730733
813,448.0786948090593
814,73.49878717514595
815,110.26901614730733
816,521.6226603167315
817,110.26901614730733
818,15415.178950408008
819,70107.62027916819
820,8132.509390140866
821,2497.5684357405553
822,2497.5684357405553
823,448.0786948090593
824,70107.62027916819
825,73.49878717514595
826,110.26901614730733
827,106.67867772842494
828,112.67878429010008
829,110.26901614730733
830,110.26901614730733
831,231.41537171943315
832,70107.62027916819
833,245379.15438237457
834,15415.178950408008
835,106.67867772842494
836,15415.178950408008
837,110.26901614730733
838,70107.62027916819
839,70107.62027916819
840,448.0786948090593
841,110.26901614730733
842,14337.594414785644
843,110.26901614730733
844,708.3477910675422
845,8132.509390140866
846,110.26901614730733
847,245379.15438237457
848,110.26901614730733
849,106.67867772842494
850,110.26901614730733
851,2252.630135316291
852,245379.15438237457
853,35769.82814217697
854,110.26901614730733
855,15415.178950408008
856,70107.62027916819
857,245379.15438237457
858,10985.243229853557
859,110.26901614730733
860,15415.178950408008
861,245379.15438237457
862,70107.62027916819
863,594.6216621046669
864,448.0786948090593
865,110.26901614730733
866,110.26901614730733
867,111226.53814298406
868,70107.62027916819
869,70107.62027916819
870,448.0786948090593
871,448.0786948090593
872,594.6216621046669
873,110.26901614730733
874,110.26901614730733
875,245379.15438237457
876,110.26901614730733
877,15415.178950408008
878,110.26901614730733
879,110.26901614730733
880,448.0786948090593
881,70107.62027916819
882,448.0786948090593
883,110.26901614730733
884,1393.3039275766898
885,35769.82814217697
886,110.26901614730733
887,35769.82814217697
888,2252.630135316291
889,35769.82814217697
890,110.26901614730733
891,106.67867772842494
892,448.0786948090593
893,245379.15438237457
894,2252.630135316291
895,2252.630135316291
896,15415.178950408008
897,245379.15438237457
898,2252.630135316291
899,2252.630135316291
900,70107.62027916819
901,110.26901614730733
902,70107.62027916819
903,106.67867772842494
904,106.67867772842494
905,2252.630135316291
906,15415.178950408008
907,245379.15438237457
908,110.26901614730733
909,2497.5684357405553
910,110.26901614730733
911,15415.178950408008
912,15415.178950408008
913,1393.3039275766898
914,70107.62027916819
915,111226.53814298406
916,2252.630135316291
917,245379.15438237457
918,15415.178950408008
919,110.26901614730733
920,245379.15438237457
921,110.26901614730733
922,110.26901614730733
923,8132.509390140866
924,111226.53814298406
925,111226.53814298406
926,70107.62027916819
927,158.22246458909967
928,2497.5684357405553
929,110.26901614730733
930,110.26901614730733
931,106.67867772842494
932,521.6226603167315
933,110.26901614730733
934,110.26901614730733
935,2252.630135316291
936,110.26901614730733
937,70107.62027916819
938,245379.15438237457
939,448.0786948090593
940,110.26901614730733
941,110.26901614730733
942,10985.243229853557
943,15415.178950408008
944,70107.62027916819
945,15415.178950408008
946,324.9512380519028
947,448.0786948090593
948,448.0786948090593
949,110.26901614730733
950,10985.243229853557
951,245379.15438237457
952,1393.3039275766898
953,15415.178950408008
954,245379.15438237457
955,35769.82814217697
956,70107.62027916819
957,1393.3039275766898
958,106.67867772842494
959,245379.15438237457
960,15415.178950408008
961,2252.630135316291
962,15415.178950408008
963,106.67867772842494
964,1393.3039275766898
965,111226.53814298406
966,8132.509390140866
967,110.26901614730733
968,2497.5684357405553
969,324.9512380519028
970,70107.62027916819
971,70107.62027916819
972,2252.630135316291
973,15415.178950408008
974,2252.630135316291
975,110.26901614730733
976,70107.62027916819
977,2252.630135316291
978,231.41537171943315
979,110.26901614730733
980,521.6226603167315
981,8132.509390140866
982,158.22246458909967
983,2252.630135316291
984,2497.5684357405553
985,110.26901614730733
986,110.26901614730733
987,110.26901614730733
988,111226.53814298406
989,106.67867772842494
990,245379.15438237457
991,2252.630135316291
992,110.26901614730733
993,110.26901614730733
994,110.26901614730733
995,110.26901614730733
996,15415.178950408008
997,2252.630135316291
998,3137.8284127371826
999,245379.15438237457
1000,1417.9133320504081
1001,8132.509390140866
1002,110.26901614730733
1003,4406.108461755925
1004,106.67867772842494
1005,70107.62027916819
1006,2252.630135316291
1007,106.67867772842494
1008,245379.15438237457
1009,245379.15438237457
1010,2252.630135316291
1011,70107.62027916819
1012,245379.15438237457
1013,15415.178950408008
1014,521.6226603167315
1015,521.6226603167315
1016,110.26901614730733
1017,245379.15438237457
1018,2252.630135316291
1019,245379.15438237457
1020,110.26901614730733
1021,110.26901614730733
1022,70107.62027916819
1023,70107.62027916819
1024,106.67867772842494
1025,2252.630135316291
1026,2252.630135316291
1027,2497.5684357405553
1028,245379.15438237457
1029,448.0786948090593
1030,1393.3039275766898
1031,106.67867772842494
1032,110.26901614730733
1033,110.26901614730733
1034,1009.772859366594
1035,448.0786948090593
1036,110.26901614730733
1037,448.0786948090593
1038,70107.62027916819
1039,110.26901614730733
1040,231.41537171943315
1041,245379.15438237457
1042,245379.15438237457
1043,2252.630135316291
1044,521.6226603167315
1045,245379.15438237457
1046,521.6226603167315
1047,2252.630135316291
1048,15415.178950408008
1049,521.6226603167315
1050,70107.62027916819
1051,112.67878429010008
1052,73.49878717514595
1053,110.26901614730733
1054,448.0786948090593
1055,70107.62027916819
1056,448.0786948090593
1057,521.6226603167315
1058,1393.3039275766898
1059,15415.178950408008
1060,106.67867772842494
1061,2252.630135316291
1062,1009.772859366594
1063,2497.5684357405553
1064,2252.630135316291
1065,2252.630135316291
1066,2252.630135316291
1067,35769.82814217697
1068,110.26901614730733
1069,110.26901614730733
1070,448.0786948090593
1071,245379.15438237457
1072,2252.630135316291
1073,110.26901614730733
1074,4406.108461755925
1075,70107.62027916819
1076,448.0786948090593
1077,4406.108461755925
1078,110.26901614730733
1079,110.26901614730733
1080,448.0786948090593
1081,448.0786948090593
1082,1009.772859366594
1083,245379.15438237457
1084,15415.178950408008
1085,110.26901614730733
1086,245379.15438237457
1087,2497.5684357405553
1088,1393.3039275766898
1089,110.26901614730733
1090,1508.5070630458283
1091,158.22246458909967
1092,110.26901614730733
1093,1009.772859366594
1094,110.26901614730733
1095,110.26901614730733
1096,15415.178950408008
1097,231.41537171943315
1098,1009.772859366594
1099,521.6226603167315
1100,2252.630135316291
1101,70107.62027916819
1102,6391.534493465521
1103,521.6226603167315
1104,521.6226603167315
1105,448.0786948090593
1106,2252.630135316291
1107,158.22246458909967
1108,15415.178950408008
1109,1393.3039275766898
1110,2252.630135316291
1111,15415.178950408008
1112,35769.82814217697
1113,35769.82814217697
1114,106.67867772842494
1115,73.49878717514595
1116,110.26901614730733
1117,70107.62027916819
1118,15415.178950408008
1119,110.26901614730733
1120,594.6216621046669
1121,70107.62027916819
1122,70107.62027916819
1123,231.41537171943315
1124,106.67867772842494
1125,15415.178950408008
1126,521.6226603167315
1127,1393.3039275766898
1128,110.26901614730733
1129,245379.15438237457
1130,2252.630135316291
1131,15415.178950408008
1132,4406.108461755925
1133,110.26901614730733
1134,15415.178950408008
1135,106.67867772842494
1136,70107.62027916819
1137,1393.3039275766898
1138,110.26901614730733
1139,158.22246458909967
1140,2497.5684357405553
1141,15415.178950408008
1142,110.26901614730733
1143,111226.53814298406
1144,110.26901614730733
1145,10985.243229853557
1146,2497.5684357405553
1147,1393.3039275766898
1148,2252.630135316291
1149,2252.630135316291
1150,70107.62027916819
1151,8132.509390140866
1152,2252.630135316291
1153,2497.5684357405553
1154,158.22246458909967
1155,521.6226603167315
1156,10985.243229853557
1157,2252.630135316291
1158,70107.62027916819
1159,15415.178950408008
1160,106.67867772842494
1161,106.67867772842494
1162,73.49878717514595
1163,110.26901614730733
1164,102.31679901364203
1165,245379.15438237457
1166,2252.630135316291
1167,245379.15438237457
1168,2252.630135316291
1169,1009.772859366594
1170,110.26901614730733
1171,1393.3039275766898
1172,245379.15438237457
1173,521.6226603167315
1174,112.67878429010008
1175,245379.15438237457
1176,106.67867772842494
1177,2252.630135316291
1178,15415.178950408008
1179,106.67867772842494
1180,110.26901614730733
1181,245379.15438237457
1182,245379.15438237457
1183,1393.3039275766898
1184,245379.15438237457
1185,110.26901614730733
1186,110.26901614730733
1187,521.6226603167315
1188,70107.62027916819
1189,2497.5684357405553
1190,15415.178950408008
1191,70107.62027916819
1192,2252.630135316291
1193,245379.15438237457
1194,15415.178950408008
1195,245379.15438237457
1196,2252.630135316291
1197,1393.3039275766898
1198,8132.509390140866
1199,110.26901614730733
1200,2252.630135316291
1201,70107.62027916819
1202,111226.53814298406
1203,112.67878429010008
1204,110.26901614730733
1205,70107.62027916819
1206,245379.15438237457
1207,110.26901614730733
1208,15415.178950408008
1209,2252.630135316291
1210,1009.772859366594
1211,2252.630135316291
1212,245379.15438237457
1213,106.67867772842494
1214,70107.62027916819
1215,2252.630135316291
1216,245379.15438237457
1217,110.26901614730733
1218,521.6226603167315
1219,521.6226603167315
1220,15415.178950408008
1221,110.26901614730733
1222,2252.630135316291
1223,110.26901614730733
1224,245379.15438237457
1225,245379.15438237457
1226,110.26901614730733
1227,10985.243229853557
1228,158.22246458909967
1229,10985.243229853557
1230,70107.62027916819
1231,110.26901614730733
1232,70107.62027916819
1233,8132.509390140866
1234,106.67867772842494
1235,245379.15438237457
1236,448.0786948090593
1237,8132.509390140866
1238,1393.3039275766898
1239,448.0786948090593
1240,106.67867772842494
1241,158.22246458909967
1242,70107.62027916819
1243,70107.62027916819
1244,2252.630135316291
1245,111226.53814298406
1246,245379.15438237457
1247,110.26901614730733
1248,521.6226603167315
1249,106.67867772842494
1250,521.6226603167315
1251,110.26901614730733
1252,110.26901614730733
1253,521.6226603167315
1254,231.41537171943315
1255,70107.62027916819
1256,15415.178950408008
1257,2252.630135316291
1258,110.26901614730733
1259,2252.630135316291
1260,110.26901614730733
1261,35769.82814217697
1262,231.41537171943315
1263,245379.15438237457
1264,3137.8284127371826
1265,499.9373125622257
1266,110.26901614730733
1267,2252.630135316291
1268,15415.178950408008
1269,245379.15438237457
1270,448.0786948090593
1271,70107.62027916819
1272,245379.15438237457
1273,15415.178950408008
1274,15415.178950408008
1275,2252.630135316291
1276,106.67867772842494
1277,2252.630135316291
1278,245379.15438237457
1279,2497.5684357405553
1280,110.26901614730733
1281,15415.178950408008
1282,15415.178950408008
1283,70107.62027916819
1284,594.6216621046669
1285,10985.243229853557
1286,2118.2311015237447
1287,15415.178950408008
1288,110.26901614730733
1289,70107.62027916819
1290,521.6226603167315
1291,15415.178950408008
1292,15415.178950408008
1293,111226.53814298406
1294,15415.178950408008
1295,499.9373125622257
1296,245379.15438237457
1297,245379.15438237457
1298,245379.15438237457
1299,594.6216621046669
1300,2252.630135316291
1301,245379.15438237457
1302,15415.178950408008
1303,106.67867772842494
1304,245379.15438237457
1305,106.67867772842494
1306,106.67867772842494
1307,15415.178950408008
1308,110.26901614730733
1309,222.17446219685928
1310,35769.82814217697
1311,2252.630135316291
1312,245379.15438237457
1313,70107.62027916819
1314,110.26901614730733
1315,2497.5684357405553
1316,110.26901614730733
1317,110.26901614730733
1318,110.26901614730733
1319,448.0786948090593
1320,2252.630135316291
1321,521.6226603167315
1322,110.26901614730733
1323,70107.62027916819
1324,702.0071633892856
1325,110.26901614730733
1326,2497.5684357405553
1327,245379.15438237457
1328,106.67867772842494
1329,110.26901614730733
1330,245379.15438237457
1331,231.41537171943315
1332,231.41537171943315
1333,2252.630135316291
1334,245379.15438237457
1335,2252.630135316291
1336,245379.15438237457
1337,110.26901614730733
1338,8132.509390140866
1339,15415.178950408008
1340,111226.53814298406
1341,448.0786948090593
1342,110.26901614730733
1343,1009.772859366594
1344,448.0786948090593
1345,245379.15438237457
1346,110.26901614730733
1347,2497.5684357405553
1348,73.49878717514595
1349,14337.594414785644
1350,521.6226603167315
1351,70107.62027916819
1352,110.26901614730733
1353,245379.15438237457
